id,image_id,question,label
2272,2272.png,"In $\triangle PQR$, $ZQ=3a-11$, $ZP=a+5$, $PY=2 c-1$, $YR=4 c-11$, $m \angle PRZ=4 b-17$, $m \angle ZRQ=3 b-4$, $m \angle QYR=7 b+6$, and $m \angle PXR=2 a+10$.  If $\widetilde{Q Y}$ is a perpendicular bisector of $\overline{P R}$, find $b$.",12
2273,2273.png,"Find x. Round to the nearest tenth if necessary. Assume that segments that appear
to be tangent are tangent.",10
2274,2274.png,Find y.,3 \sqrt { 13 }
2275,2275.png,Find $m\angle D$,60
2276,2276.png,$\triangle ABC \cong \triangle FGH$. Find $x$.,3
2277,2277.png,Find the area of the figure. Round to the nearest tenth if necessary.,156
2278,2278.png,Find x,35
2279,2279.png,$\overline{JH}$ is tangent to $\odot G$ at $J$. Find the value of $x$.,5
2280,2280.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,420
2281,2281.png,Find x,60
2282,2282.png,Each pair of polygons is similar. Find EG,15.525
2283,2283.png,Find $h$ in each triangle.,\frac { 15 \sqrt 2 } { 2 }
2284,2284.png,Find $y$.,5
2285,2285.png,Find $m \angle 3$.,55
2286,2286.png,"Find the perimeter of $\triangle P Q R,$ if $\triangle P Q M \sim \triangle P R Q$",78
2287,2287.png,"$m \angle BAC=40, m \angle DAC=40,$ and $DC=10,$ find $BC$.",10
2288,2288.png,Find $x$ in the figure.,16
2289,2289.png,Find $m \widehat {SU}$.,22
2290,2290.png,"Triangles $F G H$ and $F H J$ are inscribed in $\odot K$ with $\widehat{F G} \cong \widehat{F I} .$ Find $x$ if $m \angle 1=6 x-5,$ and $m \angle 2=7 x+4$",7
2291,2291.png,Find $m \angle 4$.,125
2292,2292.png,"Find x. Round to the nearest tenth if necessary. Assume that segments that appear
to be tangent are tangent.",3.2
2293,2293.png,Find DE,6
2294,2294.png,Find $m\angle J$,112
2295,2295.png,"If $m\angle ZYW = 2x - 7$ and $m \angle WYX = 2x + 5$, find $m\angle ZYW$.",39
2296,2296.png,Find the area of the shaded figure in square inches. Round to the nearest tenth.,420
2297,2297.png,Find the area of the triangle. Round to the nearest tenth if necessary.,20
2298,2298.png,Find $m\angle Y X W$,115
2299,2299.png,Quadrilateral EFGH is a rectangle. Find $m\angle HEF + m\angle EFG$.,180
2300,2300.png,Find x. Round the side measure to the nearest tenth.,37.2
2301,2301.png,"Triangle $LMN$ is equilateral, and $\overline{MP}$ bisects $\overline{LN}$. Find $x$.",3
2302,2302.png,Find the measure of $\angle 1$ if $m∠DGF = 53$ and $m∠AGC = 40$.,37
2303,2303.png,"If $\overline{PR} \| \overline{KL}, KN=9, LN=16,$ and $PM=2KP$, find $KP$.",5
2304,2304.png,"The sum of the circumference of circles $H,J,K$ is $56 \pi$ units. Find $KJ$.",24
2305,2305.png,"Find the perimeter of the figure in feet. Round to the nearest tenth, if necessary.",16
2306,2306.png,Find $m\angle B$,120
2307,2307.png,"In $\triangle P Q R, R S=3$ and $Q S=14 .$ Find $P S$",\sqrt { 42 }
2308,2308.png,Find the measure of $\angle 1 $ if $\overline{A B} \perp \overline{B C}$.,76
2309,2309.png,Find $x$.,30
2310,2310.png,Find y.,15
2311,2311.png,find $tanR$,\frac { 4 } { 3 }
2312,2312.png,Quadrilateral ABCD is a rectangle. Find x,5
2313,2313.png,Find the value of x.,45
2314,2314.png,Find x. Assume that segments that appear to be tangent are tangent.,10
2315,2315.png,Find $m \angle R C L$,137
2316,2316.png,Express the ratio of $\tan B$ as a decimal to the nearest hundredth.,2.40
2317,2317.png,Find $y$ if $m∠5 = 68$ and $m∠3 = 3y - 2$.,38
2318,2318.png,Which polynomial best represents the area of the regular pentagon shown below?,20 y^2 - 10 y
2319,2319.png,Find the measure of $\angle 6$.,140
2320,2320.png,Find the perimeter of $\triangle D E F$  if  $\triangle D E F \sim \triangle G F H$.,12.75
2321,2321.png,Find the value of $f$ in the parallelogram,14
2322,2322.png,"Given $a ∥ b$, find $m∠1$.",79
2323,2323.png,Find x,6
2324,2324.png,Find x. Round to the nearest tenth.,24.7
2325,2325.png,Find the area of the triangle. Round to the nearest tenth if necessary.,129.9
2326,2326.png,Find $m \angle T$.,55
2327,2327.png,Find $x$ so that the quadrilateral is a parallelogram,2
2328,2328.png,Find the value of $x$,71
2329,2329.png,Find the perimeter of quadrilateral ABCD to the nearest tenth.,56.9
2330,2330.png,Find $x$.,5.4
2331,2331.png,$\triangle RST \cong \triangle XYZ$. Find $x$.,35
2332,2332.png,"Find the perimeter of the given triangle $\triangle D E F,$ if $\triangle A B C \sim \triangle D E F, A B=5$, $B C=6, A C=7,$ and $D E=3$",10.8
2333,2333.png,Find y in the figure.,5
2334,2334.png,Find the ratio of the area of $ \triangle ABC$ to the area of square $BCDE$.,\frac { \sqrt 3 } { 4 } : 1
2335,2335.png,Find the area of the shaded region. Assume that all polygons that appear to be regular are regular. Round to the nearest tenth.,10.6
2336,2336.png,Suppose $C E=5.2$ inches. Find the diameter of the circle.,10.4
2337,2337.png,"QRST is a rectangle. If $m \angle Q T R=2 x^{2}-7$ and $m \angle S R T=x^{2}+18,$ find $m \angle Q T R$",43
2338,2338.png,Find x.,\frac { 13 \sqrt { 2 } } { 2 }
2339,2339.png,Find the area of the quadrilateral.,2829.0
2340,2340.png,The area $A$ of the shaded region is given. Find $x$. $A = 128$ ft$^2$ .,9.8
2341,2341.png,Find the measure of $∠R$ to the nearest tenth.,70.9
2342,2342.png,Quadrilateral ABCD is a rectangle. $m\angle 2 = 40$. Find $m \angle 1$,50
2343,2343.png,Find the measure of $\angle 3$.,147
2344,2344.png,"In H, the diameter is $18$, $LM = 12$, and $m \widehat {LM} = 84$. Find $m \widehat {LK}$.",42
2345,2345.png,$\overline{PQ}$ is tangent to circles $R$ and $S$. Find $PQ$.,4 \sqrt 6
2346,2346.png,Find x,6 \sqrt { 2 }
2347,2347.png,Find x to the nearest tenth. Assume that segments that appear to be tangent are tangent.,14
2348,2348.png,Find $m \widehat {RQS}$ if $m \widehat{QTS}=238$.,61
2349,2349.png,$m \widehat{J H}=114$ Find $m\angle 2$,57
2350,2350.png,"In the figure, $LH$ is the midsegment of trapezoid $FGJK$. What is the value of $x$ ?",11.8
2351,2351.png,Use parallelogram ABCD to find $x$,3
2352,2352.png,"Find the area of the shaded sector. Round to the nearest tenth, if necessary.",322.0
2353,2353.png,Find $m\angle F$,122
2354,2354.png,Find the area of the figure.,938.4
2355,2355.png,"Quadrilateral $A B C D$ is inscribed in $\odot Z$ such that $m \angle B Z A=104, m \widehat{C B}=94,$ and $\overline{A B} \| \overline{D C} .$
Find $m \widehat{B A}$",104
2356,2356.png,$J$ is the incenter of $\angle ABC$. Find $m \angle JAC$.,24
2357,2357.png,Find the perimeter of the parallelogram.,76
2358,2358.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,174.4
2359,2359.png,"In $\triangle EDF$, $T$ is the centroid and $FT=12$. Find $TQ$.",6
2360,2360.png,Find the perimeter of the triangle. Round to the nearest tenth if necessary.,69.9
2361,2361.png,"Find $R S$ if $P Q=12, Q R=2,$ and $T S=3$",4
2362,2362.png,Find x. Assume that segments that appear to be tangent are tangent.,7
2363,2363.png,Find $z$ in the figure.,22
2364,2364.png,Find x. Assume that any segment that appears to be tangent is tangent.,13
2365,2365.png,"In quadrilateral $P Q R S, P Q=721, Q R=547$, $R S=593, P S=756,$ and $m \angle P=58 .$ 
Find $m\angle R$",77.8
2366,2366.png,WXYZ is a parallelogram. Find $m \angle X W Z$,65
2367,2367.png,Find x.,22
2368,2368.png,Find the variable of $d$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,16.9
2369,2369.png,"In the figure, $m∠8 = 96$ and $m∠12 = 42$. Find the measure of $\angle 6$.",42
2370,2370.png,Find AE,8
2371,2371.png,"If $\overline{QR} \| \overline{XY}, \overline{XQ} \cong \overline{QZ}$, and $QR=9.5$ units, what is the length of $\overline{XY}$.",19
2372,2372.png,"In the figure, $m ∠9 = 75$. Find the measure of $\angle 5$.",75
2373,2373.png,Find x.,15.5
2374,2374.png,Find the perimeter of the triangle. Round to the nearest tenth if necessary.,13.2
2375,2375.png,Find $x$.,8
2376,2376.png,What is the measure of $\angle GHI$?,110
2377,2377.png,The triangle is inscribed into the circle. Find the exact circumference of the circle.,17 \pi
2378,2378.png,Find the scale factor from $W$ to $W'$.,0.75
2379,2379.png,Find y,21
2380,2380.png,Each pair of polygons is similar. Find AB,\frac { 16 } { 3 }
2381,2381.png,$\overline{GJ}$ is a diameter of $\odot K$. Find $m \widehat {GH}$.,122
2382,2382.png,Find $m \widehat {CF}$.,80
2383,2383.png,"Given right triangle $XYZ$ with hypotenuse $\overline{XY}$, $YP$ is equal to $YZ$. If $m ∠PYZ = 26$, find $m ∠XZP$.",13
2384,2384.png,"For trapezoid $J K L M, A$ and $B$ are midpoints of the legs. If $A B=57$ and $K L=21,$ find $J M$",93
2385,2385.png,Find $m\angle 3$.,12
2386,2386.png,"Quadrilateral DEFG is a rectangle. If $FD = 3x - 7$ and $EG = x + 5$, find $EG$.",6
2387,2387.png,Find the measure of $\angle B$,46
2388,2388.png,Find the area of the kite.,84
2389,2389.png,"parallelogram MNPQ with $m \angle M=10 x$ and $m \angle N=20 x$, find $\angle N$",120
2390,2390.png,"If quadrilateral ABCD is a kite, what is $m \angle C$?",76
2391,2391.png,"$m \angle 2=2 x, m \angle 3=x$ Find $m\angle 1$",30
2392,2392.png,Let $\overline{J K}$ be the median of $A B T Q .$ Find $J K$,78
2393,2393.png,For isosceles trapezoid $X Y Z W$ find $m \angle W$,110
2394,2394.png,Find y.,4 \sqrt { 6 }
2395,2395.png,"If $c=8,$ find $a$",4
2396,2396.png,Find the value of the variable $x$ in the figure.,60
2397,2397.png,Find AB,60
2398,2398.png,Solve for $x$.,15
2399,2399.png,Use a Pythagorean Triple to find x.,30
2400,2400.png,"In the figure, $m∠11 = 62$ and $m∠14 = 38$. Find the measure of $\angle 5$.",80
